"","country_code","country_name","wb_region","wb_income","isic_section_index","isic_section_name","industry_id","industry_name","growth_rate_2015","growth_rate_2016","growth_rate_2017","growth_rate_2018","growth_rate_2019"
"34","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",119,"Wireless","4.26%","35.07%","10.99%","3.02%","3.54%"
"35","ae","United Arab Emirates","Middle East & North Africa","High income","J","Information and communication",126,"Media Production","2.70%","-1.27%","-1.13%","-0.33%","0.13%"
"36","ae","United Arab Emirates","Middle East & North Africa","High income","K","Financial and insurance activities",41,"Banking","7.54%","2.94%","2.24%","1.73%","0.63%"
"37","ae","United Arab Emirates","Middle East & North Africa","High income","K","Financial and insurance activities",42,"Insurance","7.54%","6.21%","4.74%","2.49%","1.36%"
"38","ae","United Arab Emirates","Middle East & North Africa","High income","K","Financial and insurance activities",43,"Financial Services","12.34%","8.97%","6.31%","4.29%","1.81%"
"39","ae","United Arab Emirates","Middle East & North Africa","High income","K","Financial and insurance activities",45,"Investment Banking","8.93%","4.50%","10.84%","3.55%","-0.86%"
"40","ae","United Arab Emirates","Middle East & North Africa","High income","K","Financial and insurance activities",46,"Investment Management","1.97%","2.39%","0.89%","1.34%","1.13%"
"41","ae","United Arab Emirates","Middle East & North Africa","High income","K","Financial and insurance activities",106,"Venture Capital & Private Equity","5.24%","5.96%","0.61%","0.88%","1.22%"
"42","ae","United Arab Emirates","Middle East & North Africa","High income","K","Financial and insurance activities",129,"Capital Markets","16.05%","6.94%","8.60%","6.81%","8.85%"
"43","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",9,"Law Practice","12.49%","7.82%","4.52%","3.22%","3.15%"
"44","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",10,"Legal Services","7.01%","7.58%","4.34%","2.24%","0.76%"
"45","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",11,"Management Consulting","9.07%","6.75%","5.22%","4.04%","3.08%"
"46","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",12,"Biotechnology","16.32%","14.27%","9.38%","6.74%","1.38%"
"47","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",16,"Veterinary","4.24%","6.29%","6.55%","4.40%","2.56%"
"48","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",47,"Accounting","15.04%","12.98%","8.22%","5.93%","1.80%"
"49","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",50,"Architecture & Planning","8.36%","6.70%","3.08%","0.62%","-0.24%"
"50","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",70,"Research","25.47%","18.63%","10.38%","4.89%","5.54%"
"51","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",76,"Executive Office","7.02%","6.67%","6.80%","5.36%","6.32%"
"52","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",80,"Marketing & Advertising","7.68%","5.00%","1.94%","0.66%","-0.36%"
"53","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",84,"Information Services","9.39%","4.91%","3.58%","2.81%","-0.09%"
"54","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",86,"Environmental Services","4.62%","3.85%","1.99%","1.32%","-0.36%"
"55","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",97,"Market Research","2.65%","-2.59%","-3.87%","-6.28%","-2.76%"
"56","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",98,"Public Relations & Communications","4.28%","-1.24%","0.61%","-0.29%","-0.67%"
"57","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",99,"Design","8.03%","2.92%","0.46%","1.10%","1.15%"
"58","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",105,"Professional Training & Coaching","2.54%","1.38%","0.06%","1.81%","1.60%"
"59","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",108,"Translation & Localization","12.71%","4.69%","14.06%","5.93%","4.46%"
"60","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",110,"Events Services","5.12%","2.19%","1.99%","1.35%","1.69%"
"61","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",123,"Outsourcing/Offshoring","4.81%","9.11%","3.62%","2.21%","-1.27%"
"62","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering","9.65%","6.84%","3.51%","2.00%","0.61%"
"63","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",136,"Photography","2.03%","0.00%","2.56%","-0.25%","-0.48%"
"64","ae","United Arab Emirates","Middle East & North Africa","High income","M","Professional scientific and technical activities",140,"Graphic Design","5.96%","2.54%","-1.26%","-0.21%","-2.00%"
"65","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation ",28,"Entertainment","8.67%","16.18%","-1.30%","-0.30%","0.27%"
"66","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation ",33,"Sports","7.45%","3.36%","5.86%","4.28%","-2.70%"
"67","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation ",37,"Museums & Institutions","5.95%","7.10%","14.53%","14.62%","10.90%"
"68","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation ",38,"Fine Art","5.70%","4.79%","6.91%","3.54%","0.92%"
"69","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation ",39,"Performing Arts","17.27%","22.52%","4.66%","-1.49%","-1.03%"
"70","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation ",111,"Arts & Crafts","0.25%","3.64%","2.26%","1.20%","-0.70%"
"71","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation ",115,"Music","9.97%","6.28%","0.72%","1.91%","5.45%"
"72","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation ",124,"Health, Wellness & Fitness","8.03%","6.45%","3.89%","2.20%","1.10%"
"73","ae","United Arab Emirates","Middle East & North Africa","High income","R","Arts, entertainment and recreation ",127,"Animation","8.63%","6.95%","7.67%","5.76%","2.47%"
"74","af","Afghanistan","South Asia","Low income","B","Mining and quarrying",57,"Oil & Energy","-9.96%","-0.43%","9.30%","2.26%","-1.30%"
"75","af","Afghanistan","South Asia","Low income","C","Manufacturing",15,"Pharmaceuticals","7.14%","6.00%","9.47%","4.12%","-1.89%"
"76","af","Afghanistan","South Asia","Low income","C","Manufacturing",23,"Food Production","10.00%","-1.82%","8.00%","1.85%","0.00%"
"77","af","Afghanistan","South Asia","Low income","C","Manufacturing",52,"Aviation & Aerospace","3.66%","0.00%","-5.68%","3.26%","0.00%"
"78","af","Afghanistan","South Asia","Low income","C","Manufacturing",53,"Automotive","-2.05%","-1.18%","1.49%","1.47%","2.32%"
"79","af","Afghanistan","South Asia","Low income","C","Manufacturing",55,"Machinery","-12.70%","-8.77%","-8.77%","-3.57%","-10.34%"
"80","af","Afghanistan","South Asia","Low income","C","Manufacturing",112,"Electrical & Electronic Manufacturing","-10.56%","-1.52%","-8.57%","-8.15%","-5.30%"
"81","af","Afghanistan","South Asia","Low income","J","Information and communication",4,"Computer Software","0.69%","-0.23%","1.16%","1.84%","-0.89%"
"82","af","Afghanistan","South Asia","Low income","J","Information and communication",6,"Internet","0.00%","2.22%","-1.08%","-2.12%","-0.53%"
"83","af","Afghanistan","South Asia","Low income","J","Information and communication",8,"Telecommunications","-5.71%","-4.67%","-2.54%","-1.34%","-1.00%"
"84","af","Afghanistan","South Asia","Low income","J","Information and communication",36,"Broadcast Media","-3.99%","-2.26%","-1.93%","0.77%","-0.38%"
"85","af","Afghanistan","South Asia","Low income","J","Information and communication",96,"Information Technology & Services","-9.57%","-6.38%","-6.71%","-3.54%","0.17%"
"86","af","Afghanistan","South Asia","Low income","J","Information and communication",103,"Writing & Editing","-0.27%","0.27%","-0.53%","-0.53%","-0.27%"
"87","af","Afghanistan","South Asia","Low income","J","Information and communication",113,"Online Media","-9.68%","-8.33%","-8.62%","-1.85%","1.82%"
"88","af","Afghanistan","South Asia","Low income","J","Information and communication",126,"Media Production","-7.69%","-7.92%","-2.08%","0.00%","2.08%"
"89","af","Afghanistan","South Asia","Low income","K","Financial and insurance activities",41,"Banking","0.75%","-1.89%","-0.13%","-0.38%","0.64%"
"90","af","Afghanistan","South Asia","Low income","K","Financial and insurance activities",42,"Insurance","-2.44%","2.67%","3.75%","3.90%","6.58%"
"91","af","Afghanistan","South Asia","Low income","K","Financial and insurance activities",43,"Financial Services","-7.12%","-2.35%","-2.69%","-5.60%","-7.84%"
"92","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",10,"Legal Services","-8.00%","1.47%","-2.67%","-6.58%","-5.41%"
"93","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",11,"Management Consulting","-6.56%","-4.75%","-4.44%","0.42%","0.20%"
"94","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",47,"Accounting","0.00%","1.67%","-2.42%","1.61%","-3.85%"
"95","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",50,"Architecture & Planning","-2.99%","1.56%","1.54%","1.47%","-4.17%"
"96","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",70,"Research","-6.37%","-6.22%","-0.42%","0.42%","-2.82%"
"97","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",80,"Marketing & Advertising","-1.08%","0.44%","-0.22%","0.00%","-1.10%"
"98","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",86,"Environmental Services","-7.14%","-8.26%","-9.52%","-6.06%","0.00%"
"99","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",99,"Design","-10.67%","-1.44%","-1.47%","-1.50%","0.76%"
"100","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",105,"Professional Training & Coaching","0.00%","2.25%","8.05%","8.05%","1.06%"
"101","af","Afghanistan","South Asia","Low income","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering","-3.18%","5.70%","0.58%","2.94%","-4.44%"
"102","af","Afghanistan","South Asia","Low income","R","Arts, entertainment and recreation ",28,"Entertainment","-6.45%","-3.33%","-5.00%","-4.92%","-3.23%"
"103","af","Afghanistan","South Asia","Low income","R","Arts, entertainment and recreation ",33,"Sports","-7.69%","-4.92%","0.00%","-1.61%","-1.64%"
"104","af","Afghanistan","South Asia","Low income","R","Arts, entertainment and recreation ",124,"Health, Wellness & Fitness","3.60%","-2.68%","0.93%","0.92%","0.91%"
"105","al","Albania","Europe & Central Asia","Upper middle income","B","Mining and quarrying",56,"Mining & Metals","-7.52%","-3.97%","6.67%","0.78%","0.78%"
"106","al","Albania","Europe & Central Asia","Upper middle income","B","Mining and quarrying",57,"Oil & Energy","0.76%","-1.00%","-1.46%","-1.34%","-1.79%"
"107","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",15,"Pharmaceuticals","-6.14%","-1.45%","-1.06%","-1.43%","1.79%"
"108","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",23,"Food Production","13.56%","3.08%","4.76%","1.61%","0.00%"
"109","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",52,"Aviation & Aerospace","-9.09%","-7.94%","-6.67%","9.09%","3.23%"
"110","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",53,"Automotive","4.72%","3.83%","4.27%","2.80%","0.90%"
"111","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",54,"Chemicals","-3.28%","3.39%","1.67%","1.64%","3.17%"
"112","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",55,"Machinery","-1.75%","-1.75%","7.55%","7.84%","11.54%"
"113","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",112,"Electrical & Electronic Manufacturing","-5.78%","0.61%","-4.68%","-2.38%","-1.18%"
"114","al","Albania","Europe & Central Asia","Upper middle income","C","Manufacturing",144,"Renewables & Environment","6.58%","0.00%","1.15%","-3.26%","-4.40%"
"115","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",4,"Computer Software","-10.31%","-8.70%","-5.73%","-1.73%","-1.82%"
"116","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",6,"Internet","-5.58%","-3.35%","-4.80%","-3.99%","-3.17%"
"117","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",8,"Telecommunications","-11.63%","-10.51%","-11.27%","-8.07%","-4.70%"
"118","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",36,"Broadcast Media","-6.05%","-5.08%","-4.49%","-1.60%","-2.11%"
"119","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",82,"Publishing","0.00%","2.17%","4.35%","3.09%","-0.97%"
"120","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",96,"Information Technology & Services","-9.42%","-8.03%","-3.01%","-2.33%","-3.34%"
"121","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",113,"Online Media","-6.90%","-6.67%","-11.48%","0.00%","-5.00%"
"122","al","Albania","Europe & Central Asia","Upper middle income","J","Information and communication",126,"Media Production","-14.84%","-18.75%","-12.40%","-10.92%","-2.73%"
"123","al","Albania","Europe & Central Asia","Upper middle income","K","Financial and insurance activities",41,"Banking","-8.85%","-8.56%","-7.00%","-3.55%","-0.43%"
"124","al","Albania","Europe & Central Asia","Upper middle income","K","Financial and insurance activities",42,"Insurance","-3.79%","0.79%","1.19%","2.78%","2.65%"
"125","al","Albania","Europe & Central Asia","Upper middle income","K","Financial and insurance activities",43,"Financial Services","-6.13%","-7.06%","-6.95%","-5.65%","-0.80%"
"126","al","Albania","Europe & Central Asia","Upper middle income","K","Financial and insurance activities",46,"Investment Management","2.20%","5.32%","4.72%","1.74%","-5.79%"
"127","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",9,"Law Practice","-7.69%","-3.61%","-7.41%","-4.94%","-2.53%"
"128","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",10,"Legal Services","1.09%","-1.44%","1.79%","-1.69%","-0.67%"
"129","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",11,"Management Consulting","-6.27%","-12.38%","-9.98%","-6.02%","-0.27%"
"130","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",47,"Accounting","-12.86%","-8.12%","-5.79%","-4.92%","-3.39%"
"131","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",50,"Architecture & Planning","-5.19%","-3.73%","-2.27%","-3.03%","-1.50%"
"132","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",70,"Research","-14.29%","-13.40%","-17.48%","-14.71%","-2.17%"
"133","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",80,"Marketing & Advertising","-7.63%","-3.47%","0.00%","-1.58%","-0.34%"
"134","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",86,"Environmental Services","2.90%","2.99%","1.45%","-2.74%","-2.78%"
"135","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",99,"Design","-10.78%","-2.11%","-7.29%","0.00%","-1.09%"
"136","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",108,"Translation & Localization","-5.41%","-14.29%","-8.54%","-5.88%","-2.30%"
"137","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",110,"Events Services","-12.35%","-10.00%","-8.00%","1.43%","5.71%"
"138","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",123,"Outsourcing/Offshoring","-5.99%","-3.62%","-2.69%","0.00%","-3.81%"
"139","al","Albania","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering","5.21%","10.00%","22.35%","15.22%","7.69%"
"140","al","Albania","Europe & Central Asia","Upper middle income","R","Arts, entertainment and recreation ",28,"Entertainment","-10.00%","-2.02%","-5.94%","-4.26%","0.00%"
"141","al","Albania","Europe & Central Asia","Upper middle income","R","Arts, entertainment and recreation ",33,"Sports","8.60%","-4.21%","-2.30%","4.82%","5.95%"
"142","al","Albania","Europe & Central Asia","Upper middle income","R","Arts, entertainment and recreation ",124,"Health, Wellness & Fitness","0.00%","-2.78%","1.92%","2.91%","0.00%"
"143","am","Armenia","Europe & Central Asia","Upper middle income","B","Mining and quarrying",56,"Mining & Metals","-3.95%","1.33%","2.56%","-2.41%","0.00%"
"144","am","Armenia","Europe & Central Asia","Upper middle income","B","Mining and quarrying",57,"Oil & Energy","7.59%","5.06%","1.22%","1.22%","3.80%"
"145","am","Armenia","Europe & Central Asia","Upper middle income","C","Manufacturing",15,"Pharmaceuticals","-3.21%","-3.28%","-2.63%","-2.56%","-2.49%"
"146","am","Armenia","Europe & Central Asia","Upper middle income","C","Manufacturing",23,"Food Production","-1.10%","-10.87%","2.50%","-3.80%","1.30%"
"147","am","Armenia","Europe & Central Asia","Upper middle income","C","Manufacturing",52,"Aviation & Aerospace","2.86%","5.63%","1.39%","-5.48%","-2.86%"
"148","am","Armenia","Europe & Central Asia","Upper middle income","C","Manufacturing",53,"Automotive","10.34%","17.07%","5.49%","7.61%","4.17%"
"149","am","Armenia","Europe & Central Asia","Upper middle income","C","Manufacturing",112,"Electrical & Electronic Manufacturing","-6.85%","-5.15%","-7.26%","-1.75%","-0.85%"
"150","am","Armenia","Europe & Central Asia","Upper middle income","C","Manufacturing",147,"Industrial Automation","-3.45%","13.56%","10.96%","-10.98%","-2.53%"
"151","am","Armenia","Europe & Central Asia","Upper middle income","J","Information and communication",4,"Computer Software","-8.09%","-2.54%","-2.73%","-2.86%","2.13%"
"152","am","Armenia","Europe & Central Asia","Upper middle income","J","Information and communication",6,"Internet","7.93%","-3.55%","1.29%","-1.21%","-1.70%"
"153","am","Armenia","Europe & Central Asia","Upper middle income","J","Information and communication",8,"Telecommunications","-5.80%","-3.12%","-5.45%","-5.76%","-3.26%"
"154","am","Armenia","Europe & Central Asia","Upper middle income","J","Information and communication",35,"Motion Pictures & Film","-3.57%","-3.70%","-3.70%","-1.85%","1.89%"
"155","am","Armenia","Europe & Central Asia","Upper middle income","J","Information and communication",36,"Broadcast Media","9.52%","8.06%","3.23%","1.69%","-1.69%"
"156","am","Armenia","Europe & Central Asia","Upper middle income","J","Information and communication",96,"Information Technology & Services","-2.27%","-4.07%","-1.68%","0.47%","2.48%"
"157","am","Armenia","Europe & Central Asia","Upper middle income","J","Information and communication",126,"Media Production","-8.07%","0.68%","-2.65%","-4.61%","-4.08%"
"158","am","Armenia","Europe & Central Asia","Upper middle income","K","Financial and insurance activities",41,"Banking","-4.56%","-3.92%","-2.09%","-0.87%","-0.17%"
"159","am","Armenia","Europe & Central Asia","Upper middle income","K","Financial and insurance activities",42,"Insurance","-6.30%","-7.23%","-6.02%","-7.21%","-3.09%"
"160","am","Armenia","Europe & Central Asia","Upper middle income","K","Financial and insurance activities",43,"Financial Services","-2.76%","-4.22%","-4.38%","-5.00%","-3.99%"
"161","am","Armenia","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",10,"Legal Services","-9.78%","-9.41%","-2.47%","-4.82%","0.00%"
"162","am","Armenia","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",11,"Management Consulting","-3.11%","-3.11%","-4.48%","-1.51%","-1.96%"
"163","am","Armenia","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",47,"Accounting","-8.07%","-7.69%","-3.05%","-0.78%","-2.31%"
"164","am","Armenia","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",50,"Architecture & Planning","-6.76%","-13.16%","-12.50%","-4.29%","-2.90%"
"165","am","Armenia","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",70,"Research","-7.56%","-8.68%","-8.45%","-10.19%","-3.74%"
"166","am","Armenia","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",80,"Marketing & Advertising","-6.99%","-6.00%","-0.87%","-4.51%","1.42%"
"167","am","Armenia","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",99,"Design","-6.25%","-6.76%","-9.33%","5.56%","1.32%"
"168","am","Armenia","Europe & Central Asia","Upper middle income","M","Professional scientific and technical activities",135,"Mechanical or Industrial Engineering","-5.31%","-11.82%","0.00%","-9.80%","-6.59%"
"169","am","Armenia","Europe & Central Asia","Upper middle income","R","Arts, entertainment and recreation ",33,"Sports","3.28%","-3.17%","-1.69%","6.90%","4.76%"
"170","am","Armenia","Europe & Central Asia","Upper middle income","R","Arts, entertainment and recreation ",115,"Music","1.37%","1.39%","1.37%","-2.67%","0.00%"
"171","am","Armenia","Europe & Central Asia","Upper middle income","R","Arts, entertainment and recreation ",124,"Health, Wellness & Fitness","0.00%","0.92%","2.83%","-1.77%","0.00%"
"172","ao","Angola","Sub-Saharan Africa ","Lower middle income","B","Mining and quarrying",56,"Mining & Metals","1.01%","1.70%","-2.32%","-1.32%","-2.91%"
"173","ao","Angola","Sub-Saharan Africa ","Lower middle income","B","Mining and quarrying",57,"Oil & Energy","-5.13%","-5.26%","-4.03%","-1.63%","0.03%"
"174","ao","Angola","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",15,"Pharmaceuticals","0.95%","1.98%","7.07%","8.33%","0.00%"
"175","ao","Angola","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",23,"Food Production","12.09%","12.22%","6.74%","11.63%","3.16%"
"176","ao","Angola","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",52,"Aviation & Aerospace","9.09%","8.93%","3.28%","1.59%","11.48%"
"177","ao","Angola","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",53,"Automotive","0.53%","-0.72%","2.92%","1.60%","0.88%"
"178","ao","Angola","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",54,"Chemicals","4.91%","2.28%","3.79%","0.92%","1.36%"
"179","ao","Angola","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",55,"Machinery","-1.51%","-1.53%","-2.78%","-0.32%","0.32%"
"180","ao","Angola","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",83,"Printing","3.92%","-3.77%","-1.96%","-5.56%","0.00%"
"181","ao","Angola","Sub-Saharan Africa ","Lower middle income","C","Manufacturing",112,"Electrical & Electronic Manufacturing","1.64%","5.04%","2.86%","0.40%","-0.39%"
