"","industry_section","year","average_migration_rate","industry_section_index","average_grow_rate"
"52","113",2016,142.891111111111,"J",0.000760238782688774
"53","113",2017,101.672222222222,"J",0.00400892200747847
"54","113",2018,133.439444444444,"J",-0.00210455385053481
"55","113",2019,60.0555555555556,"J",-0.00291757020080326
"56","114",2015,39.93,"M",-0.0075441430518488
"57","114",2016,20.24,"M",-0.022842199091146
"58","114",2017,50.17,"M",0.00389615919038338
"59","114",2018,14.62,"M",0.0100569499191899
"60","114",2019,20.84,"M",0.000761538315573174
"61","115",2015,80.5788888888889,"R",0.000898768995562704
"62","115",2016,87.0933333333333,"R",0.00120861131263792
"63","115",2017,41.9955555555556,"R",0.00129663640374927
"64","115",2018,59.4983333333333,"R",-0.000895792102466039
"65","115",2019,37.5511111111111,"R",0.00429647502665446
"66","117",2015,98.8635294117647,"C",0.00815899363770235
"67","117",2016,69.2529411764706,"C",0.00630343783112432
"68","117",2017,63.0376470588235,"C",-0.103449017477972
"69","117",2018,27.3264705882353,"C",0.000888674250169406
"70","117",2019,22.8752941176471,"C",-0.000423191268733168
"71","118",2015,242.975,"J",0.0203845135478704
"72","118",2016,189.14,"J",0.029932240665861
"73","118",2017,165.98,"J",0.0202724710526899
"74","118",2018,153.611875,"J",0.0179697138755962
"75","118",2019,129.37625,"J",0.0203684747014188
"76","119",2015,54.9428571428572,"J",-0.00270163569682506
"77","119",2016,78.3828571428571,"J",0.00940744134398463
"78","119",2017,48.4171428571429,"J",0.0198311419256319
"79","119",2018,71.0957142857143,"J",-0.00235921881616755
"80","119",2019,24.2371428571429,"J",0.00495053344935605
"81","12",2015,149.9040625,"M",0.0225882170219676
"82","12",2016,134.2065625,"M",0.01600144257797
"83","12",2017,82.6203125,"M",0.0115928869319349
"84","12",2018,62.6771875,"M",0.0121430498356621
"85","12",2019,40.9853125,"M",0.00866289265823224
"86","123",2015,165.04975,"M",-0.0231503557156251
"87","123",2016,173.8625,"M",-0.0119244739076618
"88","123",2017,117.22425,"M",-0.0177095508600537
"89","123",2018,157.33825,"M",-0.0186647749513298
"90","123",2019,124.71575,"M",-0.0205927245813664
"91","124",2015,144.724897959184,"R",0.00940810989014797
"92","124",2016,98.2636734693878,"R",0.0083682663282879
"93","124",2017,55.0351020408163,"R",0.00333334200114878
"94","124",2018,61.2304081632653,"R",0.0055858730053267
"95","124",2019,28.3310204081633,"R",0.00424292299056738
"96","126",2015,84.6841463414634,"J",-0.0117627826718036
"97","126",2016,49.5921951219512,"J",-0.0123497896545096
"98","126",2017,29.4368292682927,"J",-0.017144927007558
"99","126",2018,23.430487804878,"J",0.0562535291222513
"100","126",2019,24.2887804878049,"J",-0.00785289431104548
"101","127",2015,206.468181818182,"R",0.0131638730380787
"102","127",2016,290.241818181818,"R",0.00961651278660979
"103","127",2017,167.250909090909,"R",0.0222645505788756
"104","127",2018,119.192727272727,"R",0.020457997637979
"105","127",2019,124.025454545455,"R",0.021386228239147
"106","129",2015,236.940909090909,"K",0.016618556216818
"107","129",2016,154.377272727273,"K",0.00977964836700906
"108","129",2017,164.764545454545,"K",0.00834161793021112
"109","129",2018,221.438181818182,"K",0.00637605533465343
"110","129",2019,153.136363636364,"K",0.00315897765270969
"111","135",2015,99.3433846153846,"M",-0.00444550726250191
"112","135",2016,78.1798461538462,"M",0.0023312831787727
"113","135",2017,46.7836923076923,"M",0.00408160056641966
"114","135",2018,31.2435384615385,"M",0.00504528326192335
"115","135",2019,-7.55476923076923,"M",5.99641662414135e-06
"116","136",2015,77.1891666666667,"M",0.00263374501618425
"117","136",2016,44.1933333333333,"M",0.11620179974426
"118","136",2017,37.8858333333333,"M",-0.00550193082967546
"119","136",2018,18.4991666666667,"M",-0.00710053794013146
"120","136",2019,33.2966666666667,"M",-0.0039063126646349
"121","140",2015,47.13,"M",-0.00883073694788827
"122","140",2016,29.93875,"M",-0.000827940324820094
"123","140",2017,49.935,"M",0.00271053031018793
"124","140",2018,32.99,"M",0.000680585125505699
"125","140",2019,37.755,"M",-0.00075206119640793
"126","144",2015,221.202826086957,"C",0.0212925392470483
"127","144",2016,218.203913043478,"C",0.0240796507471469
"128","144",2017,96.5176086956522,"C",0.0249242281124297
"129","144",2018,81.715652173913,"C",0.0226002385107411
"130","144",2019,34.1582608695652,"C",0.0153933989329425
"131","145",2015,56.591,"C",-0.0014614651875421
"132","145",2016,68.032,"C",0.00245235898003204
"133","145",2017,57.964,"C",-0.00102325414341558
"134","145",2018,38.204,"C",-0.000774969645641375
"135","145",2019,30.681,"C",-0.000977014702403364
"136","146",2015,83.4676,"C",0.0121582413132055
"137","146",2016,53.3776,"C",0.012198097353684
"138","146",2017,57.0968,"C",0.00487972110868165
"139","146",2018,35.764,"C",-0.00145168254365666
"140","146",2019,24.0304,"C",0.00370079264441259
"141","147",2015,99.5384375,"C",-0.00053767474415663
"142","147",2016,95.84125,"C",0.00499936054201916
"143","147",2017,58.8996875,"C",0.00673009168151882
"144","147",2018,88.7253125,"C",0.00603128045644569
"145","147",2019,54.91375,"C",0.00171101785347196
"146","15",2015,107.010985915493,"C",0.00903661449434772
"147","15",2016,64.5376056338028,"C",0.0106258748208457
"148","15",2017,25.9938028169014,"C",0.0102951107835385
"149","15",2018,22.6569014084507,"C",0.00515117945231112
"150","15",2019,6.19943661971831,"C",0.00231759823370621
"151","16",2015,47.51,"M",0.000811049147797475
"152","16",2016,53.118,"M",0.00511529223162026
"153","16",2017,99.264,"M",0.00757246575116046
"154","16",2018,51.916,"M",0.0081735357143705
"155","16",2019,48.11,"M",0.00522195389786123
"156","23",2015,154.369310344828,"C",0.00730653735204913
"157","23",2016,103.504310344828,"C",0.00836675485729507
"158","23",2017,48.7720689655172,"C",0.00262223691018063
"159","23",2018,58.2137931034483,"C",0.000397130007499583
"160","23",2019,21.1968965517241,"C",-0.0651463026552815
"161","28",2015,52.9514893617021,"R",-0.00674113048515141
"162","28",2016,36.9646808510638,"R",0.0692166309153835
"163","28",2017,23.311914893617,"R",0.00269283059615709
"164","28",2018,8.48106382978723,"R",0.0030563833384741
"165","28",2019,-1.97808510638298,"R",-0.00456220306348158
"166","3",2015,41.2930769230769,"J",-0.0132904996744549
"167","3",2016,49.3238461538462,"J",-0.0111804937962599
"168","3",2017,76.5884615384615,"J",-0.00456470207414773
"169","3",2018,45.8415384615385,"J",-0.00153899544943496
"170","3",2019,64.0315384615385,"J",-0.00596139282058985
"171","33",2015,172.510909090909,"R",0.0098149158743977
"172","33",2016,109.530909090909,"R",0.00632311395741697
"173","33",2017,98.37,"R",-0.00256136937545441
"174","33",2018,62.6884848484848,"R",0.00220896280028743
"175","33",2019,40.3833333333333,"R",0.00171917430214081
"176","35",2015,127.270666666667,"J",-0.0105309696341919
"177","35",2016,173.954,"J",-0.00807880413710355
"178","35",2017,131.024666666667,"J",-0.0115782292807053
"179","35",2018,65.5393333333333,"J",-0.0132559339136165
"180","35",2019,37.722,"J",-0.0035110654400649
"181","36",2015,41.64,"J",-0.0102107769099453
"182","36",2016,23.1323255813953,"J",-0.0754019528690758
"183","36",2017,5.17232558139535,"J",-0.00944234804632709
"184","36",2018,2.85325581395349,"J",-0.00931166155020559
"185","36",2019,2.30325581395349,"J",-0.0102912178994653
"186","37",2015,68.7,"R",-0.00211236331804824
"187","37",2016,86.6509090909091,"R",-0.00356550732732916
"188","37",2017,98.0345454545455,"R",0.00719941209165098
"189","37",2018,45.4009090909091,"R",-0.00463452154981732
"190","37",2019,43.7481818181818,"R",-0.00371867368333913
"191","38",2015,132.33,"R",-0.00435808709881029
"192","38",2016,56.0615384615385,"R",-0.00547720727779234
"193","38",2017,110.87,"R",0.00153657533790201
"194","38",2018,71.1053846153846,"R",0.000721244407485055
"195","38",2019,35.1276923076923,"R",-0.000501349518420025
"196","39",2015,54.7854545454545,"R",-0.00764709331992927
"197","39",2016,42.3136363636364,"R",-0.00905020060470771
"198","39",2017,47.0136363636364,"R",-0.0073408164232106
"199","39",2018,29.3136363636364,"R",-0.0104776718104673
"200","39",2019,21.3227272727273,"R",-0.00626758787486008
"201","4",2015,88.9152380952381,"J",-0.00334526541542846
"202","4",2016,79.935,"J",0.00159033346637913
"203","4",2017,40.2930952380952,"J",-0.00130083584339364
"204","4",2018,42.5290476190476,"J",-0.0157101200725541
"205","4",2019,-13.5205952380952,"J",0.0429772359119196
"206","41",2015,41.5082,"K",-0.00235265891274362
"207","41",2016,13.0675,"K",-0.00236747095740086
"208","41",2017,-5.7312,"K",-0.00238580186260835
"209","41",2018,-0.9625,"K",0.0534335903170358
"210","41",2019,-3.0324,"K",0.0638467126815742
"211","42",2015,85.9,"K",0.00814482084210361
"212","42",2016,67.9662121212121,"K",0.00653726666339378
"213","42",2017,36.7336363636364,"K",0.00568717872654106
"214","42",2018,26.9769696969697,"K",0.00442487164934869
"215","42",2019,6.57060606060606,"K",0.00521905278047324
"216","43",2015,80.2656382978723,"K",0.005016818459672
"217","43",2016,68.5994680851064,"K",8.14659717126569e-05
"218","43",2017,37.4464893617021,"K",-0.00126565885100433
"219","43",2018,24.8482978723404,"K",0.000973968009345101
"220","43",2019,-2.21031914893617,"K",0.00100188878790711
"221","45",2015,103.730476190476,"K",0.0149849214814705
"222","45",2016,113.08380952381,"K",0.00780263668418926
"223","45",2017,74.9209523809524,"K",0.00310649560067629
"224","45",2018,80.2009523809524,"K",0.00610732451444285
"225","45",2019,54.1695238095238,"K",0.00127687618579155
"226","46",2015,136.926315789474,"K",0.0157381902750365
"227","46",2016,64.9394736842105,"K",0.011528503371106
"228","46",2017,70.8384210526316,"K",0.0157279807336214
"229","46",2018,33.4781578947368,"K",0.0100997870732028
"230","46",2019,23.3223684210526,"K",0.0101865432717822
"231","47",2015,56.6592753623188,"M",-0.0287215995766658
"232","47",2016,55.4804347826087,"M",-0.0218184585788081
"233","47",2017,45.1652173913043,"M",-0.0249661432153051
"234","47",2018,50.9021739130435,"M",-0.0184849131987431
"235","47",2019,16.4598550724638,"M",-0.0124198554584659
"236","5",2015,107.741052631579,"J",0.00335219235245018
"237","5",2016,135.49,"J",-0.00433293677534255
"238","5",2017,97.9121052631579,"J",-0.0109464623617482
"239","5",2018,96.9984210526316,"J",-0.00345605980627382
"240","5",2019,83.5894736842105,"J",0.00266561865574949
"241","50",2015,89.3015094339623,"M",-0.00648576381796162
"242","50",2016,31.397358490566,"M",-0.00514437251541689
"243","50",2017,52.9107547169811,"M",-0.00440673080453908
"244","50",2018,16.2250943396226,"M",-0.00202449863136966
"245","50",2019,-30.9532075471698,"M",-0.00553395245216429
"246","52",2015,124.09641025641,"C",0.0212839276882165
"247","52",2016,147.306153846154,"C",0.0223279256376115
"248","52",2017,84.2533333333333,"C",0.0132708904547551
"249","52",2018,89.6738461538462,"C",0.0174716725472089
"250","52",2019,38.6638461538462,"C",0.00954428988863946
"251","53",2015,74.85,"C",0.00443832901972755
"252","53",2016,47.9061971830986,"C",0.0072117300924561
"253","53",2017,3.7656338028169,"C",0.00565480383914849
"254","53",2018,-3.76577464788732,"C",0.0610131980043863
"255","53",2019,-12.0411267605634,"C",9.36555779981449e-05
"256","54",2015,69.8062,"C",0.0164003196469319
"257","54",2016,34.5494,"C",0.0145131658754365
"258","54",2017,35.7452,"C",0.0126738753534698
"259","54",2018,5.707,"C",0.00529985838084824
"260","54",2019,1.8412,"C",0.000554052136015699
"261","55",2015,103.54347826087,"C",0.00115769158442512
"262","55",2016,82.0804347826087,"C",-0.00379136456323138
"263","55",2017,61.7397826086956,"C",0.00113777780680538
"264","55",2018,59.8341304347826,"C",0.00104736593630133
"265","55",2019,40.694347826087,"C",-0.00211751890170297
"266","56",2015,91.7904761904762,"B",0.008475753418444
"267","56",2016,69.8084126984127,"B",0.0132642876971546
"268","56",2017,50.0742857142857,"B",0.0169848744704399
"269","56",2018,37.8936507936508,"B",0.00895118880478902
"270","56",2019,10.6879365079365,"B",-0.00119343538644445
"271","57",2015,12.5627,"B",-0.00744921685672136
"272","57",2016,-10.0861,"B",-0.00952939269422603
"273","57",2017,5.074,"B",-0.0774989090904244
"274","57",2018,15.5229,"B",-0.00367841378236765
"275","57",2019,1.6622,"B",0.0015133977165244
"276","58",2015,59.8028571428571,"C",0.00963716451621903
"277","58",2016,9.94214285714286,"C",0.0007134454109557
"278","58",2017,27.7235714285714,"C",-0.0042953580517856
"279","58",2018,67.4271428571429,"C",-0.00107189200527243
"280","58",2019,85.5507142857143,"C",-0.00266153143170213
"281","6",2015,223.364109589041,"J",0.0243526309778529
"282","6",2016,182.963150684932,"J",-0.052036763025925
"283","6",2017,136.965342465753,"J",0.0149821602893874
"284","6",2018,88.4671232876712,"J",0.0103506148104762
"285","6",2019,10.0612328767123,"J",0.0127328304692212
"286","60",2015,144.038636363636,"C",-0.10820351816738
"287","60",2016,121.775,"C",0.00426355846672192
"288","60",2017,50.2281818181818,"C",-0.000946436335337968
"289","60",2018,33.9454545454545,"C",0.00271421543418493
"290","60",2019,36.5790909090909,"C",0.00379705799738532
"291","61",2015,32.8676470588235,"C",0.00225378446962988
"292","61",2016,43.2817647058824,"C",0.00420399357941911
"293","61",2017,28.2317647058824,"C",-0.00160862147016061
"294","61",2018,32.0858823529412,"C",-0.00246559206691636
"295","61",2019,32.4823529411765,"C",-0.000515465893563251
"296","62",2015,53.596,"C",0.00409106452604201
"297","62",2016,61.236,"C",0.0138886356783342
"298","62",2017,29.224,"C",0.0100359374184882
"299","62",2018,6.764,"C",0.0273364332899398
"300","62",2019,0.543999999999999,"C",0.0117176176218999
"301","7",2015,42.195,"J",-0.0032709002810994
"302","7",2016,64.4171428571429,"J",-0.0155469915461958
"303","7",2017,64.1667857142857,"J",-0.0142050199701624
"304","7",2018,32.4975,"J",-0.000773473078705051
"305","7",2019,11.135,"J",-0.00719727039090182
"306","70",2015,33.9916666666667,"M",0.0480389701375359
"307","70",2016,-17.5794444444444,"M",-0.00695809081792177
"308","70",2017,-63.7541666666667,"M",-0.0126623370082838
"309","70",2018,-81.8240277777778,"M",-0.00936627351231973
"310","70",2019,-94.7375,"M",-0.00430366841921686
"311","76",2015,192.018571428571,"M",0.0189495872456056
"312","76",2016,106.128571428571,"M",0.0159740249509673
"313","76",2017,55.1871428571429,"M",0.0113208967277103
"314","76",2018,59.7371428571429,"M",0.00939702687453091
"315","76",2019,54.4257142857143,"M",0.00812866301965721
"316","8",2015,14.6346153846154,"J",-0.01474311581279
"317","8",2016,-9.25961538461539,"J",-0.0156967907410605
"318","8",2017,-27.3468269230769,"J",-0.0183485306039584
"319","8",2018,-23.25125,"J",-0.0170942756942966
"320","8",2019,-22.0445192307692,"J",0.0662703436963605
"321","80",2015,107.179146341463,"M",-0.00464387691940548
"322","80",2016,86.9218292682927,"M",-0.00127250758062248
"323","80",2017,58.315487804878,"M",-0.00237252311253453
"324","80",2018,36.1501219512195,"M",-0.0041674114028075
"325","80",2019,5.62353658536585,"M",-0.0189017424340505
"326","81",2015,-41.1027777777778,"J",-0.026070261971989
"327","81",2016,-25.2477777777778,"J",-0.0262253276245505
"328","81",2017,-35.3438888888889,"J",-0.0238228152829544
"329","81",2018,-57.3077777777778,"J",-0.0208657952904308
"330","81",2019,-0.0949999999999992,"J",-0.0136272310400138
"331","82",2015,71.62,"J",-0.0192643889928106
"332","82",2016,68.2516666666667,"J",-0.0129531262850287
"333","82",2017,53.6406666666667,"J",-0.0135535523306158
"334","82",2018,25.3526666666667,"J",-0.0122175427103571
"335","82",2019,26.076,"J",-0.00528180136929161
"336","83",2015,60.8269230769231,"C",-0.00184704664851021
"337","83",2016,45.2630769230769,"C",-0.00317597447477955
"338","83",2017,44.9984615384615,"C",-0.00637084194464902
"339","83",2018,21.4530769230769,"C",-0.00661676785651828
"340","83",2019,10.7661538461538,"C",-0.00198731977008753
"341","84",2015,165.174615384615,"M",0.00164507612344015
"342","84",2016,171.932692307692,"M",0.00479951762478473
"343","84",2017,159.702692307692,"M",0.104568090250783
"344","84",2018,152.234230769231,"M",0.013305875887465
"345","84",2019,95.2023076923077,"M",0.00497042971465823
"346","85",2015,12.91,"R",0.00148868531629262
"347","85",2016,15.98,"R",2.91428481208777e-05
"348","85",2017,6.09,"R",0.00432066388056776
"349","85",2018,4.02,"R",-0.000461812330540318
"350","85",2019,4.02,"R",-0.00426526048701939
"351","86",2015,130.433414634146,"M",0.0006700458236249
"352","86",2016,84.2048780487805,"M",0.00240579391889474
"353","86",2017,74.3078048780488,"M",0.00440670825978334
"354","86",2018,54.8965853658537,"M",-0.000452847775595711
"355","86",2019,21.7087804878049,"M",0.0029627837518611
"356","9",2015,102.470263157895,"M",0.00199548220786231
"357","9",2016,89.2005263157895,"M",-0.00113450324476825
"358","9",2017,72.5694736842105,"M",-0.00789412601698591
"359","9",2018,70.86,"M",-0.00460178848312563
"360","9",2019,42.8292105263158,"M",-0.00405218287168255
"361","96",2015,62.9627118644068,"J",-0.00470240769259583
"362","96",2016,41.460593220339,"J",-0.00610431628326538
"363","96",2017,15.6499152542373,"J",-0.00540640082622558
"364","96",2018,12.5362711864407,"J",-0.0016810872328844
"365","96",2019,-20.7112711864407,"J",0.00152164741111793
"366","97",2015,123.18,"M",-0.0234648712078869
"367","97",2016,88.264347826087,"M",-0.0161502915019051
"368","97",2017,124.250434782609,"M",-0.0230620185845321
"369","97",2018,101.816086956522,"M",-0.0141804847145058
"370","97",2019,89.0613043478261,"M",-0.0164607544111473
"371","98",2015,94.5622727272727,"M",-0.0111714732078317
"372","98",2016,70.2272727272727,"M",-0.00947536849297907
"373","98",2017,106.522272727273,"M",-0.00476104969527695
"374","98",2018,104.912272727273,"M",-0.00602702953491564
"375","98",2019,71.9809090909091,"M",-0.00246237640132203
"376","99",2015,87.557,"M",-0.00220057353690591
"377","99",2016,51.0818,"M",-0.00220195645620313
"378","99",2017,59.7596,"M",-0.00273231831574929
"379","99",2018,38.5386,"M",0.00219876265283989
"380","99",2019,16.0224,"M",0.00224401528023978
