"","industry_section","year","average_migration_rate","industry_section_index","average_grow_rate"
"137","146",2016,53.3776,"C",1.15769230769231
"138","146",2017,57.0968,"C",0.455384615384615
"139","146",2018,35.764,"C",-0.0969230769230769
"140","146",2019,24.0304,"C",0.375494505494506
"141","147",2015,99.5384375,"C",-0.0485416666666667
"142","147",2016,95.84125,"C",0.47375
"143","147",2017,58.8996875,"C",0.651875
"144","147",2018,88.7253125,"C",0.588125
"145","147",2019,54.91375,"C",0.160520833333333
"146","15",2015,107.010985915493,"C",1.14336
"147","15",2016,64.5376056338028,"C",1.14224
"148","15",2017,25.9938028169014,"C",1.03616
"149","15",2018,22.6569014084507,"C",0.5032
"150","15",2019,6.19943661971831,"C",0.22816
"151","16",2015,47.51,"M",-0.091864406779661
"152","16",2016,53.118,"M",0.434915254237288
"153","16",2017,99.264,"M",0.693220338983051
"154","16",2018,51.916,"M",0.775762711864407
"155","16",2019,48.11,"M",0.451016949152542
"156","23",2015,154.369310344828,"C",0.806290322580645
"157","23",2016,103.504310344828,"C",0.814516129032258
"158","23",2017,48.7720689655172,"C",0.276129032258065
"159","23",2018,58.2137931034483,"C",0.0393548387096774
"160","23",2019,21.1968965517241,"C",0.0343548387096774
"161","28",2015,52.9514893617021,"R",-0.646153846153846
"162","28",2016,36.9646808510638,"R",0.637606837606838
"163","28",2017,23.311914893617,"R",0.20025641025641
"164","28",2018,8.48106382978723,"R",0.284786324786325
"165","28",2019,-1.97808510638298,"R",-0.420598290598291
"166","3",2015,41.2930769230769,"J",-1.29037037037037
"167","3",2016,49.3238461538462,"J",-0.977530864197531
"168","3",2017,76.5884615384615,"J",-0.443827160493827
"169","3",2018,45.8415384615385,"J",-0.149876543209877
"170","3",2019,64.0315384615385,"J",-0.581358024691358
"171","33",2015,172.510909090909,"R",0.936355140186916
"172","33",2016,109.530909090909,"R",0.589906542056075
"173","33",2017,98.37,"R",-0.273084112149533
"174","33",2018,62.6884848484848,"R",0.202897196261682
"175","33",2019,40.3833333333333,"R",0.222897196261682
"176","35",2015,127.270666666667,"J",-1.0128
"177","35",2016,173.954,"J",-0.7644
"178","35",2017,131.024666666667,"J",-1.22213333333333
"179","35",2018,65.5393333333333,"J",-1.25533333333333
"180","35",2019,37.722,"J",-0.33
"181","36",2015,41.64,"J",-1.00942148760331
"182","36",2016,23.1323255813953,"J",-0.925785123966942
"183","36",2017,5.17232558139535,"J",-0.911900826446281
"184","36",2018,2.85325581395349,"J",-0.881157024793388
"185","36",2019,2.30325581395349,"J",-0.986280991735537
"186","37",2015,68.7,"R",-0.400350877192982
"187","37",2016,86.6509090909091,"R",-0.382280701754386
"188","37",2017,98.0345454545455,"R",0.642456140350877
"189","37",2018,45.4009090909091,"R",-0.467368421052632
"190","37",2019,43.7481818181818,"R",-0.380701754385965
"191","38",2015,132.33,"R",-0.2896875
"192","38",2016,56.0615384615385,"R",-0.435
"193","38",2017,110.87,"R",0.14703125
"194","38",2018,71.1053846153846,"R",0.0178125
"195","38",2019,35.1276923076923,"R",-0.0440625
"196","39",2015,54.7854545454545,"R",-0.706515151515152
"197","39",2016,42.3136363636364,"R",-0.800151515151515
"198","39",2017,47.0136363636364,"R",-0.75469696969697
"199","39",2018,29.3136363636364,"R",-0.952424242424242
"200","39",2019,21.3227272727273,"R",-0.520454545454545
"201","4",2015,88.9152380952381,"J",-0.335
"202","4",2016,79.935,"J",0.157734375
"203","4",2017,40.2930952380952,"J",-0.1278125
"204","4",2018,42.5290476190476,"J",0.782421875
"205","4",2019,-13.5205952380952,"J",0.7196875
"206","41",2015,41.5082,"K",-0.235433070866142
"207","41",2016,13.0675,"K",-0.23503937007874
"208","41",2017,-5.7312,"K",-0.238897637795276
"209","41",2018,-0.9625,"K",-0.229055118110236
"210","41",2019,-3.0324,"K",-0.21
"211","42",2015,85.9,"K",0.81448
"212","42",2016,67.9662121212121,"K",0.64872
"213","42",2017,36.7336363636364,"K",0.55104
"214","42",2018,26.9769696969697,"K",0.42848
"215","42",2019,6.57060606060606,"K",0.51336
"216","43",2015,80.2656382978723,"K",0.50171875
"217","43",2016,68.5994680851064,"K",0.00781250000000001
"218","43",2017,37.4464893617021,"K",-0.12609375
"219","43",2018,24.8482978723404,"K",0.062265625
"220","43",2019,-2.21031914893617,"K",0.0996875
"221","45",2015,103.730476190476,"K",1.37951807228916
"222","45",2016,113.08380952381,"K",0.709397590361446
"223","45",2017,74.9209523809524,"K",0.299397590361446
"224","45",2018,80.2009523809524,"K",0.582409638554217
"225","45",2019,54.1695238095238,"K",0.113975903614458
"226","46",2015,136.926315789474,"K",1.63283185840708
"227","46",2016,64.9394736842105,"K",1.20929203539823
"228","46",2017,70.8384210526316,"K",1.43451327433628
"229","46",2018,33.4781578947368,"K",0.896283185840708
"230","46",2019,23.3223684210526,"K",0.959557522123894
"231","47",2015,56.6592753623188,"M",-2.82188976377953
"232","47",2016,55.4804347826087,"M",-2.14724409448819
"233","47",2017,45.1652173913043,"M",-2.42188976377953
"234","47",2018,50.9021739130435,"M",-1.79503937007874
"235","47",2019,16.4598550724638,"M",-1.18811023622047
"236","5",2015,107.741052631579,"J",0.27974358974359
"237","5",2016,135.49,"J",-0.391025641025641
"238","5",2017,97.9121052631579,"J",-1.05641025641026
"239","5",2018,96.9984210526316,"J",-0.338589743589744
"240","5",2019,83.5894736842105,"J",0.239487179487179
"241","50",2015,89.3015094339623,"M",-0.59702479338843
"242","50",2016,31.397358490566,"M",-0.51801652892562
"243","50",2017,52.9107547169811,"M",-0.467851239669421
"244","50",2018,16.2250943396226,"M",-0.193140495867769
"245","50",2019,-30.9532075471698,"M",-0.452727272727273
"246","52",2015,124.09641025641,"C",2.08989473684211
"247","52",2016,147.306153846154,"C",2.35126315789474
"248","52",2017,84.2533333333333,"C",1.36431578947368
"249","52",2018,89.6738461538462,"C",1.69189473684211
"250","52",2019,38.6638461538462,"C",0.867894736842105
"251","53",2015,74.85,"C",0.433464566929134
"252","53",2016,47.9061971830986,"C",0.704409448818898
"253","53",2017,3.7656338028169,"C",0.564724409448819
"254","53",2018,-3.76577464788732,"C",0.530393700787402
"255","53",2019,-12.0411267605634,"C",0.04
"256","54",2015,69.8062,"C",1.71101694915254
"257","54",2016,34.5494,"C",1.38940677966102
"258","54",2017,35.7452,"C",1.2178813559322
"259","54",2018,5.707,"C",0.495593220338983
"260","54",2019,1.8412,"C",0.0280508474576271
"261","55",2015,103.54347826087,"C",0.112857142857143
"262","55",2016,82.0804347826087,"C",-0.341176470588235
"263","55",2017,61.7397826086956,"C",0.110672268907563
"264","55",2018,59.8341304347826,"C",0.107647058823529
"265","55",2019,40.694347826087,"C",-0.198235294117647
"266","56",2015,91.7904761904762,"B",0.926271186440678
"267","56",2016,69.8084126984127,"B",1.30406779661017
"268","56",2017,50.0742857142857,"B",1.69627118644068
"269","56",2018,37.8936507936508,"B",0.887627118644068
"270","56",2019,10.6879365079365,"B",-0.0977118644067797
"271","57",2015,12.5627,"B",-0.744921875
"272","57",2016,-10.0861,"B",-0.95296875
"273","57",2017,5.074,"B",-0.170703125
"274","57",2018,15.5229,"B",-0.36484375
"275","57",2019,1.6622,"B",0.148515625
"276","58",2015,59.8028571428571,"C",0.928148148148148
"277","58",2016,9.94214285714286,"C",-0.0237037037037037
"278","58",2017,27.7235714285714,"C",-0.311481481481481
"279","58",2018,67.4271428571429,"C",-0.0985185185185185
"280","58",2019,85.5507142857143,"C",-0.252222222222222
"281","6",2015,223.364109589041,"J",2.32952755905512
"282","6",2016,182.963150684932,"J",1.59055118110236
"283","6",2017,136.965342465753,"J",1.42196850393701
"284","6",2018,88.4671232876712,"J",0.994173228346457
"285","6",2019,10.0612328767123,"J",1.22913385826772
"286","60",2015,144.038636363636,"C",0.638255813953488
"287","60",2016,121.775,"C",0.421162790697674
"288","60",2017,50.2281818181818,"C",-0.103023255813953
"289","60",2018,33.9454545454545,"C",0.253255813953488
"290","60",2019,36.5790909090909,"C",0.344302325581395
"291","61",2015,32.8676470588235,"C",0.219444444444444
"292","61",2016,43.2817647058824,"C",0.408611111111111
"293","61",2017,28.2317647058824,"C",-0.160555555555556
"294","61",2018,32.0858823529412,"C",-0.232222222222222
"295","61",2019,32.4823529411765,"C",-0.0183333333333333
"296","62",2015,53.596,"C",0.377435897435897
"297","62",2016,61.236,"C",1.28153846153846
"298","62",2017,29.224,"C",0.952820512820513
"299","62",2018,6.764,"C",2.59282051282051
"300","62",2019,0.543999999999999,"C",1.37179487179487
"301","7",2015,42.195,"J",-0.32741935483871
"302","7",2016,64.4171428571429,"J",-1.5291935483871
"303","7",2017,64.1667857142857,"J",-1.4208064516129
"304","7",2018,32.4975,"J",-0.0690322580645161
"305","7",2019,11.135,"J",-0.681290322580645
"306","70",2015,33.9916666666667,"M",-1.49152
"307","70",2016,-17.5794444444444,"M",-0.67944
"308","70",2017,-63.7541666666667,"M",-1.17192
"309","70",2018,-81.8240277777778,"M",-0.94288
"310","70",2019,-94.7375,"M",-0.42168
"311","76",2015,192.018571428571,"M",1.82302631578947
"312","76",2016,106.128571428571,"M",1.57723684210526
"313","76",2017,55.1871428571429,"M",1.00276315789474
"314","76",2018,59.7371428571429,"M",0.850263157894737
"315","76",2019,54.4257142857143,"M",0.748421052631579
"316","8",2015,14.6346153846154,"J",-1.473671875
"317","8",2016,-9.25961538461539,"J",-1.569453125
"318","8",2017,-27.3468269230769,"J",-1.806171875
"319","8",2018,-23.25125,"J",-1.69609375
"320","8",2019,-22.0445192307692,"J",-1.144140625
"321","80",2015,107.179146341463,"M",-0.464765625
"322","80",2016,86.9218292682927,"M",-0.17203125
"323","80",2017,58.315487804878,"M",-0.231796875
"324","80",2018,36.1501219512195,"M",-0.41015625
"325","80",2019,5.62353658536585,"M",-0.393515625
"326","81",2015,-41.1027777777778,"J",-2.53202247191011
"327","81",2016,-25.2477777777778,"J",-2.46921348314607
"328","81",2017,-35.3438888888889,"J",-2.28056179775281
"329","81",2018,-57.3077777777778,"J",-1.99280898876404
"330","81",2019,-0.0949999999999992,"J",-1.24022471910112
"331","82",2015,71.62,"J",-1.88327102803738
"332","82",2016,68.2516666666667,"J",-1.21046728971963
"333","82",2017,53.6406666666667,"J",-1.26579439252336
"334","82",2018,25.3526666666667,"J",-1.16700934579439
"335","82",2019,26.076,"J",-0.488878504672897
"336","83",2015,60.8269230769231,"C",-0.1705
"337","83",2016,45.2630769230769,"C",-0.2944
"338","83",2017,44.9984615384615,"C",-0.5959
"339","83",2018,21.4530769230769,"C",-0.5823
"340","83",2019,10.7661538461538,"C",-0.1888
"341","84",2015,165.174615384615,"M",0.121720430107527
"342","84",2016,171.932692307692,"M",0.463548387096774
"343","84",2017,159.702692307692,"M",0.486129032258065
"344","84",2018,152.234230769231,"M",1.27290322580645
"345","84",2019,95.2023076923077,"M",0.549354838709677
"346","85",2015,12.91,"R",0.2335
"347","85",2016,15.98,"R",0.00249999999999999
"348","85",2017,6.09,"R",0.3885
"349","85",2018,4.02,"R",-0.03775
"350","85",2019,4.02,"R",-0.26975
"351","86",2015,130.433414634146,"M",-0.0135652173913043
"352","86",2016,84.2048780487805,"M",0.286434782608696
"353","86",2017,74.3078048780488,"M",0.414086956521739
"354","86",2018,54.8965853658537,"M",-0.0968695652173913
"355","86",2019,21.7087804878049,"M",0.253478260869565
"356","9",2015,102.470263157895,"M",0.192434782608696
"357","9",2016,89.2005263157895,"M",-0.105826086956522
"358","9",2017,72.5694736842105,"M",-0.802695652173913
"359","9",2018,70.86,"M",-0.42104347826087
"360","9",2019,42.8292105263158,"M",-0.401478260869565
"361","96",2015,62.9627118644068,"J",-0.470546875
"362","96",2016,41.460593220339,"J",-0.610859375
"363","96",2017,15.6499152542373,"J",-0.540546875
"364","96",2018,12.5362711864407,"J",-0.166875
"365","96",2019,-20.7112711864407,"J",0.152421875
"366","97",2015,123.18,"M",-2.3916091954023
"367","97",2016,88.264347826087,"M",-1.68183908045977
"368","97",2017,124.250434782609,"M",-2.17126436781609
"369","97",2018,101.816086956522,"M",-1.27689655172414
"370","97",2019,89.0613043478261,"M",-1.58954022988506
"371","98",2015,94.5622727272727,"M",-1.06835164835165
"372","98",2016,70.2272727272727,"M",-0.916483516483516
"373","98",2017,106.522272727273,"M",-0.39032967032967
"374","98",2018,104.912272727273,"M",-0.596153846153846
"375","98",2019,71.9809090909091,"M",-0.275384615384615
"376","99",2015,87.557,"M",-0.211451612903226
"377","99",2016,51.0818,"M",-0.211451612903226
"378","99",2017,59.7596,"M",-0.256612903225806
"379","99",2018,38.5386,"M",0.208306451612903
"380","99",2019,16.0224,"M",0.210161290322581
