"","industry","year","average_migration_rate","industry_section_index"
"72","1",2017,-57.1414285714286,"C"
"73","1",2017,-57.1414285714286,"C"
"74","1",2017,-57.1414285714286,"C"
"75","1",2017,-57.1414285714286,"C"
"76","1",2017,-57.1414285714286,"C"
"77","1",2017,-57.1414285714286,"C"
"78","1",2017,-57.1414285714286,"C"
"79","1",2017,-57.1414285714286,"C"
"80","1",2017,-57.1414285714286,"C"
"81","1",2017,-57.1414285714286,"C"
"82","1",2017,-57.1414285714286,"C"
"83","1",2017,-57.1414285714286,"C"
"84","1",2017,-57.1414285714286,"C"
"85","1",2018,-18.2664285714286,"C"
"86","1",2018,-18.2664285714286,"C"
"87","1",2018,-18.2664285714286,"C"
"88","1",2018,-18.2664285714286,"C"
"89","1",2018,-18.2664285714286,"C"
"90","1",2018,-18.2664285714286,"C"
"91","1",2018,-18.2664285714286,"C"
"92","1",2018,-18.2664285714286,"C"
"93","1",2018,-18.2664285714286,"C"
"94","1",2018,-18.2664285714286,"C"
"95","1",2018,-18.2664285714286,"C"
"96","1",2018,-18.2664285714286,"C"
"97","1",2018,-18.2664285714286,"C"
"98","1",2018,-18.2664285714286,"C"
"99","1",2018,-18.2664285714286,"C"
"100","1",2018,-18.2664285714286,"C"
"101","1",2018,-18.2664285714286,"C"
"102","1",2018,-18.2664285714286,"C"
"103","1",2018,-18.2664285714286,"C"
"104","1",2018,-18.2664285714286,"C"
"105","1",2018,-18.2664285714286,"C"
"106","1",2018,-18.2664285714286,"C"
"107","1",2018,-18.2664285714286,"C"
"108","1",2018,-18.2664285714286,"C"
"109","1",2018,-18.2664285714286,"C"
"110","1",2018,-18.2664285714286,"C"
"111","1",2018,-18.2664285714286,"C"
"112","1",2018,-18.2664285714286,"C"
"113","1",2019,-31.6364285714286,"C"
"114","1",2019,-31.6364285714286,"C"
"115","1",2019,-31.6364285714286,"C"
"116","1",2019,-31.6364285714286,"C"
"117","1",2019,-31.6364285714286,"C"
"118","1",2019,-31.6364285714286,"C"
"119","1",2019,-31.6364285714286,"C"
"120","1",2019,-31.6364285714286,"C"
"121","1",2019,-31.6364285714286,"C"
"122","1",2019,-31.6364285714286,"C"
"123","1",2019,-31.6364285714286,"C"
"124","1",2019,-31.6364285714286,"C"
"125","1",2019,-31.6364285714286,"C"
"126","1",2019,-31.6364285714286,"C"
"127","1",2019,-31.6364285714286,"C"
"128","1",2019,-31.6364285714286,"C"
"129","1",2019,-31.6364285714286,"C"
"130","1",2019,-31.6364285714286,"C"
"131","1",2019,-31.6364285714286,"C"
"132","1",2019,-31.6364285714286,"C"
"133","1",2019,-31.6364285714286,"C"
"134","1",2019,-31.6364285714286,"C"
"135","1",2019,-31.6364285714286,"C"
"136","1",2019,-31.6364285714286,"C"
"137","1",2019,-31.6364285714286,"C"
"138","1",2019,-31.6364285714286,"C"
"139","1",2019,-31.6364285714286,"C"
"140","1",2019,-31.6364285714286,"C"
"141","10",2015,166.149090909091,"M"
"142","10",2015,166.149090909091,"M"
"143","10",2015,166.149090909091,"M"
"144","10",2015,166.149090909091,"M"
"145","10",2015,166.149090909091,"M"
"146","10",2015,166.149090909091,"M"
"147","10",2015,166.149090909091,"M"
"148","10",2015,166.149090909091,"M"
"149","10",2015,166.149090909091,"M"
"150","10",2015,166.149090909091,"M"
"151","10",2015,166.149090909091,"M"
"152","10",2015,166.149090909091,"M"
"153","10",2015,166.149090909091,"M"
"154","10",2015,166.149090909091,"M"
"155","10",2015,166.149090909091,"M"
"156","10",2015,166.149090909091,"M"
"157","10",2015,166.149090909091,"M"
"158","10",2015,166.149090909091,"M"
"159","10",2015,166.149090909091,"M"
"160","10",2015,166.149090909091,"M"
"161","10",2015,166.149090909091,"M"
"162","10",2015,166.149090909091,"M"
"163","10",2015,166.149090909091,"M"
"164","10",2015,166.149090909091,"M"
"165","10",2015,166.149090909091,"M"
"166","10",2015,166.149090909091,"M"
"167","10",2015,166.149090909091,"M"
"168","10",2015,166.149090909091,"M"
"169","10",2015,166.149090909091,"M"
"170","10",2015,166.149090909091,"M"
"171","10",2015,166.149090909091,"M"
"172","10",2015,166.149090909091,"M"
"173","10",2015,166.149090909091,"M"
"174","10",2016,108.053333333333,"M"
"175","10",2016,108.053333333333,"M"
"176","10",2016,108.053333333333,"M"
"177","10",2016,108.053333333333,"M"
"178","10",2016,108.053333333333,"M"
"179","10",2016,108.053333333333,"M"
"180","10",2016,108.053333333333,"M"
"181","10",2016,108.053333333333,"M"
"182","10",2016,108.053333333333,"M"
"183","10",2016,108.053333333333,"M"
"184","10",2016,108.053333333333,"M"
"185","10",2016,108.053333333333,"M"
"186","10",2016,108.053333333333,"M"
"187","10",2016,108.053333333333,"M"
"188","10",2016,108.053333333333,"M"
"189","10",2016,108.053333333333,"M"
"190","10",2016,108.053333333333,"M"
"191","10",2016,108.053333333333,"M"
"192","10",2016,108.053333333333,"M"
"193","10",2016,108.053333333333,"M"
"194","10",2016,108.053333333333,"M"
"195","10",2016,108.053333333333,"M"
"196","10",2016,108.053333333333,"M"
"197","10",2016,108.053333333333,"M"
"198","10",2016,108.053333333333,"M"
"199","10",2016,108.053333333333,"M"
"200","10",2016,108.053333333333,"M"
"201","10",2016,108.053333333333,"M"
"202","10",2016,108.053333333333,"M"
"203","10",2016,108.053333333333,"M"
"204","10",2016,108.053333333333,"M"
"205","10",2016,108.053333333333,"M"
"206","10",2016,108.053333333333,"M"
"207","10",2017,86.8821212121212,"M"
"208","10",2017,86.8821212121212,"M"
"209","10",2017,86.8821212121212,"M"
"210","10",2017,86.8821212121212,"M"
"211","10",2017,86.8821212121212,"M"
"212","10",2017,86.8821212121212,"M"
"213","10",2017,86.8821212121212,"M"
"214","10",2017,86.8821212121212,"M"
"215","10",2017,86.8821212121212,"M"
"216","10",2017,86.8821212121212,"M"
"217","10",2017,86.8821212121212,"M"
"218","10",2017,86.8821212121212,"M"
"219","10",2017,86.8821212121212,"M"
"220","10",2017,86.8821212121212,"M"
"221","10",2017,86.8821212121212,"M"
"222","10",2017,86.8821212121212,"M"
"223","10",2017,86.8821212121212,"M"
"224","10",2017,86.8821212121212,"M"
"225","10",2017,86.8821212121212,"M"
"226","10",2017,86.8821212121212,"M"
"227","10",2017,86.8821212121212,"M"
"228","10",2017,86.8821212121212,"M"
"229","10",2017,86.8821212121212,"M"
"230","10",2017,86.8821212121212,"M"
"231","10",2017,86.8821212121212,"M"
"232","10",2017,86.8821212121212,"M"
"233","10",2017,86.8821212121212,"M"
"234","10",2017,86.8821212121212,"M"
"235","10",2017,86.8821212121212,"M"
"236","10",2017,86.8821212121212,"M"
"237","10",2017,86.8821212121212,"M"
"238","10",2017,86.8821212121212,"M"
"239","10",2017,86.8821212121212,"M"
"240","10",2018,49.7372727272727,"M"
"241","10",2018,49.7372727272727,"M"
"242","10",2018,49.7372727272727,"M"
"243","10",2018,49.7372727272727,"M"
"244","10",2018,49.7372727272727,"M"
"245","10",2018,49.7372727272727,"M"
"246","10",2018,49.7372727272727,"M"
"247","10",2018,49.7372727272727,"M"
"248","10",2018,49.7372727272727,"M"
"249","10",2018,49.7372727272727,"M"
"250","10",2018,49.7372727272727,"M"
"251","10",2018,49.7372727272727,"M"
"252","10",2018,49.7372727272727,"M"
"253","10",2018,49.7372727272727,"M"
"254","10",2018,49.7372727272727,"M"
"255","10",2018,49.7372727272727,"M"
"256","10",2018,49.7372727272727,"M"
"257","10",2018,49.7372727272727,"M"
"258","10",2018,49.7372727272727,"M"
"259","10",2018,49.7372727272727,"M"
"260","10",2018,49.7372727272727,"M"
"261","10",2018,49.7372727272727,"M"
"262","10",2018,49.7372727272727,"M"
"263","10",2018,49.7372727272727,"M"
"264","10",2018,49.7372727272727,"M"
"265","10",2018,49.7372727272727,"M"
"266","10",2018,49.7372727272727,"M"
"267","10",2018,49.7372727272727,"M"
"268","10",2018,49.7372727272727,"M"
"269","10",2018,49.7372727272727,"M"
"270","10",2018,49.7372727272727,"M"
"271","10",2018,49.7372727272727,"M"
"272","10",2018,49.7372727272727,"M"
"273","10",2019,46.1621212121212,"M"
"274","10",2019,46.1621212121212,"M"
"275","10",2019,46.1621212121212,"M"
"276","10",2019,46.1621212121212,"M"
"277","10",2019,46.1621212121212,"M"
"278","10",2019,46.1621212121212,"M"
"279","10",2019,46.1621212121212,"M"
"280","10",2019,46.1621212121212,"M"
"281","10",2019,46.1621212121212,"M"
"282","10",2019,46.1621212121212,"M"
"283","10",2019,46.1621212121212,"M"
"284","10",2019,46.1621212121212,"M"
"285","10",2019,46.1621212121212,"M"
"286","10",2019,46.1621212121212,"M"
"287","10",2019,46.1621212121212,"M"
"288","10",2019,46.1621212121212,"M"
"289","10",2019,46.1621212121212,"M"
"290","10",2019,46.1621212121212,"M"
"291","10",2019,46.1621212121212,"M"
"292","10",2019,46.1621212121212,"M"
"293","10",2019,46.1621212121212,"M"
"294","10",2019,46.1621212121212,"M"
"295","10",2019,46.1621212121212,"M"
"296","10",2019,46.1621212121212,"M"
"297","10",2019,46.1621212121212,"M"
"298","10",2019,46.1621212121212,"M"
"299","10",2019,46.1621212121212,"M"
"300","10",2019,46.1621212121212,"M"
"301","10",2019,46.1621212121212,"M"
"302","10",2019,46.1621212121212,"M"
"303","10",2019,46.1621212121212,"M"
"304","10",2019,46.1621212121212,"M"
"305","10",2019,46.1621212121212,"M"
"306","100",2015,110.967755102041,"S"
"307","100",2015,110.967755102041,"S"
"308","100",2015,110.967755102041,"S"
"309","100",2015,110.967755102041,"S"
"310","100",2015,110.967755102041,"S"
"311","100",2015,110.967755102041,"S"
"312","100",2015,110.967755102041,"S"
"313","100",2015,110.967755102041,"S"
"314","100",2015,110.967755102041,"S"
"315","100",2015,110.967755102041,"S"
"316","100",2015,110.967755102041,"S"
"317","100",2015,110.967755102041,"S"
"318","100",2015,110.967755102041,"S"
"319","100",2015,110.967755102041,"S"
"320","100",2015,110.967755102041,"S"
"321","100",2015,110.967755102041,"S"
"322","100",2015,110.967755102041,"S"
"323","100",2015,110.967755102041,"S"
"324","100",2015,110.967755102041,"S"
"325","100",2015,110.967755102041,"S"
"326","100",2015,110.967755102041,"S"
"327","100",2015,110.967755102041,"S"
"328","100",2015,110.967755102041,"S"
"329","100",2015,110.967755102041,"S"
"330","100",2015,110.967755102041,"S"
"331","100",2015,110.967755102041,"S"
"332","100",2015,110.967755102041,"S"
"333","100",2015,110.967755102041,"S"
"334","100",2015,110.967755102041,"S"
"335","100",2015,110.967755102041,"S"
"336","100",2015,110.967755102041,"S"
"337","100",2015,110.967755102041,"S"
"338","100",2015,110.967755102041,"S"
"339","100",2015,110.967755102041,"S"
"340","100",2015,110.967755102041,"S"
"341","100",2015,110.967755102041,"S"
"342","100",2015,110.967755102041,"S"
"343","100",2015,110.967755102041,"S"
"344","100",2015,110.967755102041,"S"
"345","100",2015,110.967755102041,"S"
"346","100",2015,110.967755102041,"S"
"347","100",2015,110.967755102041,"S"
"348","100",2015,110.967755102041,"S"
"349","100",2015,110.967755102041,"S"
"350","100",2015,110.967755102041,"S"
"351","100",2015,110.967755102041,"S"
"352","100",2015,110.967755102041,"S"
"353","100",2015,110.967755102041,"S"
"354","100",2015,110.967755102041,"S"
"355","100",2015,110.967755102041,"S"
"356","100",2015,110.967755102041,"S"
"357","100",2015,110.967755102041,"S"
"358","100",2015,110.967755102041,"S"
"359","100",2015,110.967755102041,"S"
"360","100",2015,110.967755102041,"S"
"361","100",2015,110.967755102041,"S"
"362","100",2015,110.967755102041,"S"
"363","100",2015,110.967755102041,"S"
"364","100",2015,110.967755102041,"S"
"365","100",2015,110.967755102041,"S"
"366","100",2015,110.967755102041,"S"
"367","100",2015,110.967755102041,"S"
"368","100",2015,110.967755102041,"S"
"369","100",2015,110.967755102041,"S"
"370","100",2015,110.967755102041,"S"
"371","100",2015,110.967755102041,"S"
"372","100",2015,110.967755102041,"S"
"373","100",2015,110.967755102041,"S"
"374","100",2015,110.967755102041,"S"
"375","100",2015,110.967755102041,"S"
"376","100",2015,110.967755102041,"S"
"377","100",2015,110.967755102041,"S"
"378","100",2015,110.967755102041,"S"
"379","100",2015,110.967755102041,"S"
"380","100",2015,110.967755102041,"S"
"381","100",2015,110.967755102041,"S"
"382","100",2015,110.967755102041,"S"
"383","100",2015,110.967755102041,"S"
"384","100",2015,110.967755102041,"S"
"385","100",2015,110.967755102041,"S"
"386","100",2015,110.967755102041,"S"
"387","100",2015,110.967755102041,"S"
"388","100",2015,110.967755102041,"S"
"389","100",2015,110.967755102041,"S"
"390","100",2015,110.967755102041,"S"
"391","100",2015,110.967755102041,"S"
"392","100",2015,110.967755102041,"S"
"393","100",2015,110.967755102041,"S"
"394","100",2015,110.967755102041,"S"
"395","100",2015,110.967755102041,"S"
"396","100",2015,110.967755102041,"S"
"397","100",2015,110.967755102041,"S"
"398","100",2015,110.967755102041,"S"
"399","100",2015,110.967755102041,"S"
"400","100",2015,110.967755102041,"S"
"401","100",2015,110.967755102041,"S"
"402","100",2015,110.967755102041,"S"
"403","100",2015,110.967755102041,"S"
"404","100",2016,90.429693877551,"S"
"405","100",2016,90.429693877551,"S"
"406","100",2016,90.429693877551,"S"
"407","100",2016,90.429693877551,"S"
"408","100",2016,90.429693877551,"S"
"409","100",2016,90.429693877551,"S"
"410","100",2016,90.429693877551,"S"
"411","100",2016,90.429693877551,"S"
"412","100",2016,90.429693877551,"S"
"413","100",2016,90.429693877551,"S"
"414","100",2016,90.429693877551,"S"
"415","100",2016,90.429693877551,"S"
"416","100",2016,90.429693877551,"S"
"417","100",2016,90.429693877551,"S"
"418","100",2016,90.429693877551,"S"
"419","100",2016,90.429693877551,"S"
"420","100",2016,90.429693877551,"S"
"421","100",2016,90.429693877551,"S"
"422","100",2016,90.429693877551,"S"
"423","100",2016,90.429693877551,"S"
"424","100",2016,90.429693877551,"S"
"425","100",2016,90.429693877551,"S"
"426","100",2016,90.429693877551,"S"
"427","100",2016,90.429693877551,"S"
"428","100",2016,90.429693877551,"S"
"429","100",2016,90.429693877551,"S"
"430","100",2016,90.429693877551,"S"
"431","100",2016,90.429693877551,"S"
"432","100",2016,90.429693877551,"S"
"433","100",2016,90.429693877551,"S"
"434","100",2016,90.429693877551,"S"
"435","100",2016,90.429693877551,"S"
"436","100",2016,90.429693877551,"S"
"437","100",2016,90.429693877551,"S"
"438","100",2016,90.429693877551,"S"
"439","100",2016,90.429693877551,"S"
"440","100",2016,90.429693877551,"S"
"441","100",2016,90.429693877551,"S"
"442","100",2016,90.429693877551,"S"
"443","100",2016,90.429693877551,"S"
"444","100",2016,90.429693877551,"S"
"445","100",2016,90.429693877551,"S"
"446","100",2016,90.429693877551,"S"
"447","100",2016,90.429693877551,"S"
"448","100",2016,90.429693877551,"S"
"449","100",2016,90.429693877551,"S"
"450","100",2016,90.429693877551,"S"
"451","100",2016,90.429693877551,"S"
"452","100",2016,90.429693877551,"S"
"453","100",2016,90.429693877551,"S"
"454","100",2016,90.429693877551,"S"
"455","100",2016,90.429693877551,"S"
"456","100",2016,90.429693877551,"S"
"457","100",2016,90.429693877551,"S"
"458","100",2016,90.429693877551,"S"
"459","100",2016,90.429693877551,"S"
"460","100",2016,90.429693877551,"S"
"461","100",2016,90.429693877551,"S"
"462","100",2016,90.429693877551,"S"
"463","100",2016,90.429693877551,"S"
"464","100",2016,90.429693877551,"S"
"465","100",2016,90.429693877551,"S"
"466","100",2016,90.429693877551,"S"
"467","100",2016,90.429693877551,"S"
"468","100",2016,90.429693877551,"S"
"469","100",2016,90.429693877551,"S"
"470","100",2016,90.429693877551,"S"
"471","100",2016,90.429693877551,"S"
"472","100",2016,90.429693877551,"S"
"473","100",2016,90.429693877551,"S"
"474","100",2016,90.429693877551,"S"
"475","100",2016,90.429693877551,"S"
"476","100",2016,90.429693877551,"S"
"477","100",2016,90.429693877551,"S"
"478","100",2016,90.429693877551,"S"
"479","100",2016,90.429693877551,"S"
"480","100",2016,90.429693877551,"S"
"481","100",2016,90.429693877551,"S"
"482","100",2016,90.429693877551,"S"
"483","100",2016,90.429693877551,"S"
"484","100",2016,90.429693877551,"S"
"485","100",2016,90.429693877551,"S"
"486","100",2016,90.429693877551,"S"
"487","100",2016,90.429693877551,"S"
"488","100",2016,90.429693877551,"S"
"489","100",2016,90.429693877551,"S"
"490","100",2016,90.429693877551,"S"
"491","100",2016,90.429693877551,"S"
"492","100",2016,90.429693877551,"S"
"493","100",2016,90.429693877551,"S"
"494","100",2016,90.429693877551,"S"
"495","100",2016,90.429693877551,"S"
"496","100",2016,90.429693877551,"S"
"497","100",2016,90.429693877551,"S"
"498","100",2016,90.429693877551,"S"
"499","100",2016,90.429693877551,"S"
"500","100",2016,90.429693877551,"S"
"501","100",2016,90.429693877551,"S"
"502","100",2017,20.9871428571429,"S"
"503","100",2017,20.9871428571429,"S"
"504","100",2017,20.9871428571429,"S"
"505","100",2017,20.9871428571429,"S"
"506","100",2017,20.9871428571429,"S"
"507","100",2017,20.9871428571429,"S"
"508","100",2017,20.9871428571429,"S"
"509","100",2017,20.9871428571429,"S"
"510","100",2017,20.9871428571429,"S"
"511","100",2017,20.9871428571429,"S"
"512","100",2017,20.9871428571429,"S"
"513","100",2017,20.9871428571429,"S"
"514","100",2017,20.9871428571429,"S"
"515","100",2017,20.9871428571429,"S"
"516","100",2017,20.9871428571429,"S"
"517","100",2017,20.9871428571429,"S"
"518","100",2017,20.9871428571429,"S"
"519","100",2017,20.9871428571429,"S"
"520","100",2017,20.9871428571429,"S"
"521","100",2017,20.9871428571429,"S"
"522","100",2017,20.9871428571429,"S"
"523","100",2017,20.9871428571429,"S"
"524","100",2017,20.9871428571429,"S"
"525","100",2017,20.9871428571429,"S"
"526","100",2017,20.9871428571429,"S"
"527","100",2017,20.9871428571429,"S"
"528","100",2017,20.9871428571429,"S"
"529","100",2017,20.9871428571429,"S"
"530","100",2017,20.9871428571429,"S"
"531","100",2017,20.9871428571429,"S"
"532","100",2017,20.9871428571429,"S"
"533","100",2017,20.9871428571429,"S"
"534","100",2017,20.9871428571429,"S"
"535","100",2017,20.9871428571429,"S"
"536","100",2017,20.9871428571429,"S"
"537","100",2017,20.9871428571429,"S"
"538","100",2017,20.9871428571429,"S"
"539","100",2017,20.9871428571429,"S"
"540","100",2017,20.9871428571429,"S"
"541","100",2017,20.9871428571429,"S"
"542","100",2017,20.9871428571429,"S"
"543","100",2017,20.9871428571429,"S"
"544","100",2017,20.9871428571429,"S"
"545","100",2017,20.9871428571429,"S"
"546","100",2017,20.9871428571429,"S"
"547","100",2017,20.9871428571429,"S"
"548","100",2017,20.9871428571429,"S"
"549","100",2017,20.9871428571429,"S"
"550","100",2017,20.9871428571429,"S"
"551","100",2017,20.9871428571429,"S"
"552","100",2017,20.9871428571429,"S"
"553","100",2017,20.9871428571429,"S"
"554","100",2017,20.9871428571429,"S"
"555","100",2017,20.9871428571429,"S"
"556","100",2017,20.9871428571429,"S"
"557","100",2017,20.9871428571429,"S"
"558","100",2017,20.9871428571429,"S"
"559","100",2017,20.9871428571429,"S"
"560","100",2017,20.9871428571429,"S"
"561","100",2017,20.9871428571429,"S"
"562","100",2017,20.9871428571429,"S"
"563","100",2017,20.9871428571429,"S"
"564","100",2017,20.9871428571429,"S"
"565","100",2017,20.9871428571429,"S"
"566","100",2017,20.9871428571429,"S"
"567","100",2017,20.9871428571429,"S"
"568","100",2017,20.9871428571429,"S"
"569","100",2017,20.9871428571429,"S"
"570","100",2017,20.9871428571429,"S"
"571","100",2017,20.9871428571429,"S"
"572","100",2017,20.9871428571429,"S"
"573","100",2017,20.9871428571429,"S"
"574","100",2017,20.9871428571429,"S"
"575","100",2017,20.9871428571429,"S"
"576","100",2017,20.9871428571429,"S"
"577","100",2017,20.9871428571429,"S"
"578","100",2017,20.9871428571429,"S"
"579","100",2017,20.9871428571429,"S"
"580","100",2017,20.9871428571429,"S"
"581","100",2017,20.9871428571429,"S"
"582","100",2017,20.9871428571429,"S"
"583","100",2017,20.9871428571429,"S"
"584","100",2017,20.9871428571429,"S"
"585","100",2017,20.9871428571429,"S"
"586","100",2017,20.9871428571429,"S"
"587","100",2017,20.9871428571429,"S"
"588","100",2017,20.9871428571429,"S"
"589","100",2017,20.9871428571429,"S"
"590","100",2017,20.9871428571429,"S"
"591","100",2017,20.9871428571429,"S"
"592","100",2017,20.9871428571429,"S"
"593","100",2017,20.9871428571429,"S"
"594","100",2017,20.9871428571429,"S"
"595","100",2017,20.9871428571429,"S"
"596","100",2017,20.9871428571429,"S"
"597","100",2017,20.9871428571429,"S"
"598","100",2017,20.9871428571429,"S"
"599","100",2017,20.9871428571429,"S"
"600","100",2018,4.78979591836735,"S"
"601","100",2018,4.78979591836735,"S"
"602","100",2018,4.78979591836735,"S"
"603","100",2018,4.78979591836735,"S"
"604","100",2018,4.78979591836735,"S"
"605","100",2018,4.78979591836735,"S"
"606","100",2018,4.78979591836735,"S"
"607","100",2018,4.78979591836735,"S"
"608","100",2018,4.78979591836735,"S"
"609","100",2018,4.78979591836735,"S"
"610","100",2018,4.78979591836735,"S"
"611","100",2018,4.78979591836735,"S"
"612","100",2018,4.78979591836735,"S"
"613","100",2018,4.78979591836735,"S"
"614","100",2018,4.78979591836735,"S"
"615","100",2018,4.78979591836735,"S"
"616","100",2018,4.78979591836735,"S"
"617","100",2018,4.78979591836735,"S"
"618","100",2018,4.78979591836735,"S"
"619","100",2018,4.78979591836735,"S"
"620","100",2018,4.78979591836735,"S"
"621","100",2018,4.78979591836735,"S"
"622","100",2018,4.78979591836735,"S"
"623","100",2018,4.78979591836735,"S"
"624","100",2018,4.78979591836735,"S"
"625","100",2018,4.78979591836735,"S"
"626","100",2018,4.78979591836735,"S"
"627","100",2018,4.78979591836735,"S"
"628","100",2018,4.78979591836735,"S"
"629","100",2018,4.78979591836735,"S"
"630","100",2018,4.78979591836735,"S"
"631","100",2018,4.78979591836735,"S"
"632","100",2018,4.78979591836735,"S"
"633","100",2018,4.78979591836735,"S"
"634","100",2018,4.78979591836735,"S"
"635","100",2018,4.78979591836735,"S"
"636","100",2018,4.78979591836735,"S"
"637","100",2018,4.78979591836735,"S"
"638","100",2018,4.78979591836735,"S"
"639","100",2018,4.78979591836735,"S"
"640","100",2018,4.78979591836735,"S"
"641","100",2018,4.78979591836735,"S"
"642","100",2018,4.78979591836735,"S"
"643","100",2018,4.78979591836735,"S"
"644","100",2018,4.78979591836735,"S"
"645","100",2018,4.78979591836735,"S"
"646","100",2018,4.78979591836735,"S"
"647","100",2018,4.78979591836735,"S"
"648","100",2018,4.78979591836735,"S"
"649","100",2018,4.78979591836735,"S"
"650","100",2018,4.78979591836735,"S"
"651","100",2018,4.78979591836735,"S"
"652","100",2018,4.78979591836735,"S"
"653","100",2018,4.78979591836735,"S"
"654","100",2018,4.78979591836735,"S"
"655","100",2018,4.78979591836735,"S"
"656","100",2018,4.78979591836735,"S"
"657","100",2018,4.78979591836735,"S"
"658","100",2018,4.78979591836735,"S"
"659","100",2018,4.78979591836735,"S"
"660","100",2018,4.78979591836735,"S"
"661","100",2018,4.78979591836735,"S"
"662","100",2018,4.78979591836735,"S"
"663","100",2018,4.78979591836735,"S"
"664","100",2018,4.78979591836735,"S"
"665","100",2018,4.78979591836735,"S"
"666","100",2018,4.78979591836735,"S"
"667","100",2018,4.78979591836735,"S"
"668","100",2018,4.78979591836735,"S"
"669","100",2018,4.78979591836735,"S"
"670","100",2018,4.78979591836735,"S"
"671","100",2018,4.78979591836735,"S"
"672","100",2018,4.78979591836735,"S"
"673","100",2018,4.78979591836735,"S"
"674","100",2018,4.78979591836735,"S"
"675","100",2018,4.78979591836735,"S"
"676","100",2018,4.78979591836735,"S"
"677","100",2018,4.78979591836735,"S"
"678","100",2018,4.78979591836735,"S"
"679","100",2018,4.78979591836735,"S"
"680","100",2018,4.78979591836735,"S"
"681","100",2018,4.78979591836735,"S"
"682","100",2018,4.78979591836735,"S"
"683","100",2018,4.78979591836735,"S"
"684","100",2018,4.78979591836735,"S"
"685","100",2018,4.78979591836735,"S"
"686","100",2018,4.78979591836735,"S"
"687","100",2018,4.78979591836735,"S"
"688","100",2018,4.78979591836735,"S"
"689","100",2018,4.78979591836735,"S"
"690","100",2018,4.78979591836735,"S"
"691","100",2018,4.78979591836735,"S"
"692","100",2018,4.78979591836735,"S"
"693","100",2018,4.78979591836735,"S"
"694","100",2018,4.78979591836735,"S"
"695","100",2018,4.78979591836735,"S"
"696","100",2018,4.78979591836735,"S"
"697","100",2018,4.78979591836735,"S"
"698","100",2019,-20.2263265306122,"S"
"699","100",2019,-20.2263265306122,"S"
"700","100",2019,-20.2263265306122,"S"
"701","100",2019,-20.2263265306122,"S"
"702","100",2019,-20.2263265306122,"S"
"703","100",2019,-20.2263265306122,"S"
"704","100",2019,-20.2263265306122,"S"
"705","100",2019,-20.2263265306122,"S"
"706","100",2019,-20.2263265306122,"S"
"707","100",2019,-20.2263265306122,"S"
